Company,Carbon_Emissions_Score,Community_Engagement_Score,Cybersecurity_Score,Diversity_Equity_Inclusion_Score,ESG_Disclosure_Score,Energy_Efficiency_Score,Governance_Score,Human_Rights_Score,Labor_Practices_Score,Renewable_Energy_Percentage,Sustainable_Products_Score,Transparency_Score,Waste_Management_Score,Water_Usage
Company_51,87.26,69.69,71.52,69.3,59.66,59.81,59.26,65.35,75.26,33.81,62.28,60.3,93.09,40373.25
Company_87,57.96,98.04,82.65,64.77,69.5,80.78,87.47,76.32,91.5,65.71,76.19,84.77,51.84,4161.22
Company_14,62.1,59.13,81.89,89.84,72.9,51.2,64.18,66.48,85.05,98.93,82.02,65.37,70.78,13622.16
Company_51,57.11,95.16,65.89,73.29,62.56,94.71,86.44,73.82,59.31,58.22,75.93,56.44,98.96,24891.91
Company_40,83.63,62.16,92.56,56.78,85.26,83.19,65.92,62.14,56.91,5.07,93.01,97.43,53.49,32397
Company_33,89.17,68.59,68.94,88.98,54.84,79.16,58.6,93.7,88.37,45.51,76.54,60.77,70.77,27875.09
Company_58,59.92,59.62,90.34,59.57,99.84,75.24,58.07,69.49,72.02,54.79,61.77,96.03,95.26,38390.71
Company_52,76.04,70.57,96.79,55.62,51.8,91.11,89.74,61.87,94.61,87.2,59.62,64.64,53.21,47095.56
Company_88,77.93,72.09,65.93,97.74,57.93,79.51,82.03,80.75,53.82,63.03,80.88,53.12,90.8,22604.41
Company_85,71.52,96.71,96.22,62.46,68.74,91.71,65.83,69.16,50.8,98.27,52.64,71.78,56.31,12598.46
Company_67,82.36,94.65,59.24,64.47,89.34,61.06,60.58,82.48,74.83,0.67,51.06,58.63,50.53,9469.04
Company_58,74.59,80.65,97.44,79.85,53.8,94.4,70.36,64.41,77.91,64.02,59.03,90.64,58.43,27482.43
Company_78,92.83,70.91,90.73,73.75,50.14,58.75,57.61,62.15,75.53,19.32,50.82,84.9,83.69,13531.23
Company_98,84.65,79.41,51.28,80.06,81.46,72.55,54.96,54.96,73.94,30.51,56.8,67.36,85.81,39671.26
Company_5,74.28,63.19,75.87,76.13,88.71,85.03,54.64,91.02,75.72,41.64,95.27,96.47,53.71,3964.85
Company_38,95.32,67.85,85.73,76.8,55.9,72.67,72.14,68.24,97.79,80.11,78.89,99.95,58.64,23423.28
Company_65,62.11,93.29,70.66,62.03,99.7,65.56,66.99,83.68,78.54,2,81.92,68.49,79.68,49094.33
Company_71,85.94,56.64,89.34,89.49,79.19,92.36,59.57,77,60.9,78.34,79.27,61.22,83.46,47483.1
Company_56,86.27,67.94,60.08,84.16,90.39,63.9,86.45,62.62,88.56,66.34,68.54,68.56,93.99,20946.53
Company_78,75.22,94.14,53.69,50.33,50.6,64.2,99.38,52.36,53.59,12.34,99.32,80.45,63.42,36844.09
Company_72,73.67,75.06,66.37,94.83,73.64,52.08,69.75,87.01,65.78,92.95,86.34,64.15,60.94,20723.62
Company_63,80.18,87.3,91.03,98.17,51.23,61.61,92.4,83.94,72.18,65.62,82.52,56.34,51.08,28419.1
Company_72,50.02,85.67,58.39,72.37,65.94,52.73,69.8,87.87,51.14,20.64,94.14,92.61,84.6,38722.46
Company_91,59.84,85.37,55.71,78.91,63.5,59.16,66.1,59.15,57.77,81.47,64.63,91.79,84.19,43570.92
Company_11,71.51,79.14,81.3,83.75,62.21,73.31,82.78,95.27,64.06,0.88,84.18,99.7,86.53,38448.32
Company_88,61.01,76.52,63.58,99.75,79.81,62.37,74.93,54.85,53.07,51.95,74.28,76.26,57.61,42858.67
Company_55,75.78,79,90.81,74.65,90.69,90.36,82.99,74.23,55.39,16.33,59.14,74.91,55.24,44083.36
Company_3,80.7,82.84,77.67,75.94,98.17,87.89,66.95,74.16,66.14,53.58,78.66,60.74,85.87,10492.52
Company_68,74.58,58.3,91.39,72.4,66.12,62.21,92.84,99.07,77.6,16.28,58.99,69.5,86.83,43808.92
Company_29,98.93,62.72,53.24,96.01,74.65,86.13,90.68,87.2,63.56,13.57,66.91,60.87,52.85,37462.7
Company_33,98.16,97.44,60.95,54.07,69.52,55.93,96.99,59.03,51.7,22.08,57.28,91.23,93.4,8753.24
Company_83,91.26,71.78,78.13,98.87,68.24,75.62,70.51,77.88,94.7,64.07,59.23,67.18,75.23,33638.33
Company_34,76.59,97.93,94.01,79.07,88.28,63.46,92.08,53.34,54.95,95.85,85.86,65.44,84.81,14146.67
Company_15,78.51,74.07,69.17,66.16,54.25,54,98.48,75.42,82.43,35.3,68.94,81.52,92.87,39584.81
Company_91,65.51,79.32,60.72,92.27,82.81,61.68,64.11,52.88,69.14,16.15,83.11,54.31,57.8,22666.58
Company_29,86.79,94.66,64.96,60.3,99.87,80.65,87.93,97.94,51.22,30.43,94.36,54.83,92.62,26172.24
Company_33,69.66,93.27,70.16,71.24,80.32,69.24,83.31,73.42,58.71,64.65,74.67,78.23,63.21,15109.77
Company_70,55.95,86.43,90.54,52.13,97.77,87.44,57.24,51.43,94.61,33.75,87.71,85.74,71.23,11256.3
Company_12,78.15,55.57,59.98,85.19,95.32,73.96,55.01,64.55,63.13,81.91,93.37,52.13,80.52,41909.82
Company_94,96.46,83.09,68.46,90.33,80.26,51.13,88.69,60.78,91.63,25.9,66.58,56.38,60.94,35179.35
Company_82,58.63,64.27,65.73,71.2,63.65,72.24,90.77,60.4,78.11,89.79,61.63,68.21,66.97,11901.11
Company_78,72.09,97.54,59.65,87.43,96.54,62.33,95.01,83.47,55.9,80.03,70.44,93.96,94.29,23688.41
Company_29,81.88,70.28,66.33,56.25,53.45,75.11,88.84,98.92,83.14,59.07,64.55,62.01,57.98,7988.77
Company_76,72.84,73.61,96.27,83.91,90.76,86.91,53.77,74.43,69.4,14.72,73.88,65.31,75.69,31701.51
Company_54,71.84,90.89,72.65,58.49,88.68,91.78,75.15,99.08,64.39,2.7,50.32,55.31,61.48,26454.7
Company_72,81.91,66.72,68.54,85.61,56.96,86.21,72.78,76.65,53.99,21.39,85.4,61.58,96.18,18089.94
Company_72,98.55,50.13,82.67,90.86,61.97,50.93,75.9,81.5,51.55,26.76,57.11,72.25,64.66,18635.97
Company_20,69.12,98.61,58.39,73.82,86.67,89.38,99.38,78.23,86.16,64.45,78.37,65.56,96.9,41301.67
Company_62,99.43,71,58.49,81.1,87.65,59.28,52.24,89.58,94.86,92.33,74.11,85.66,55.6,24970.71
Company_98,57.61,53.29,67.18,62.57,68.48,72.26,77.15,51.85,76.89,31.24,92.48,73.22,95.53,11516.16
Company_15,82.45,65.27,54.92,99.88,75.39,79.78,78.68,76.85,55.85,85.86,59.8,84.31,96.8,47355.21
Company_38,84.74,55.43,84.55,96.79,64.6,54.66,85.16,50.58,54.48,25.93,78.1,91.65,64.66,45064.7
Company_93,68.73,88.02,73.22,75.64,74.68,65.44,96.27,98.16,51.05,98.3,91.12,95.4,95.1,37536.21
Company_29,87.71,71.83,74.95,61.87,78.55,72.29,81.42,99.65,65.41,94.43,95.16,63.87,84.61,12714.73
Company_86,74.3,57.92,57.03,91.31,91.33,75.75,75.31,51.04,60.79,97.4,74.26,68.43,96.79,19936.22
Company_22,91.71,71.18,74.8,59.25,56.43,79.37,64.12,97.66,79.02,30.43,99.66,99.82,69.49,31732.53
Company_60,64.29,79.32,64.19,74.46,57.76,86.11,68.48,87.59,88.13,91.07,67.96,50.39,88.73,36766
Company_71,83.44,84.62,50.87,64.88,68.73,94.96,58.3,58.07,86.47,56.67,86.83,58.5,68.17,44879.76
Company_51,56.08,53.36,65.92,96.65,80.85,85.99,54.26,85.63,97.77,49.43,92.6,87,57.89,4321.93
Company_45,72.36,77.22,96.64,94.17,58.21,83.89,89.17,60.98,93.36,78.5,98.8,94.82,81.54,33516.67
Company_92,91,81.14,73.21,89.8,95.57,95.29,90.25,67.27,65.78,61.55,70.02,52.16,99.14,44322.66
Company_65,54.5,96.29,68.23,64.95,94.73,62.5,90.78,50.44,81.11,85.71,93.36,86.12,85.98,47402.84
Company_3,66.09,72.26,73.39,79.84,58.76,71.08,97.67,51.4,83.26,77.01,54.1,84.6,64.46,48648.97
Company_16,67.48,76.88,83.13,97.9,80.28,87.08,93.4,59.13,89.3,87.9,80.79,88.95,73.64,24841.18
Company_59,67.57,77.37,53.21,91.85,64.56,91.76,95.54,62.45,71.77,49.96,62.61,92.13,79.78,47439.56
Company_23,74.25,95.14,87.79,90.24,81.78,60.43,72.96,84.93,84.9,99,77.35,88.1,75.43,36311.27
Company_45,79.41,54.63,88.31,56.41,87.54,99.02,61.88,60.37,62.63,20.54,50.24,68.75,89.45,9127.97
Company_41,76.55,74.03,58.2,87,50.13,91.71,79.13,74.47,59.71,70.49,81.59,92.17,56.2,9081.88
Company_2,56.17,82.1,98.82,63.15,66.85,93.84,67.51,91.85,85.83,73.71,69.68,73.17,73.01,48527.1
Company_12,51.8,65.75,61.87,53.77,70.15,95.2,77.75,98.04,72.75,60.38,98.14,98.83,76.59,49040.95
Company_93,80.63,87.41,62.88,63.18,71.31,98.32,87.09,92.23,90.7,97.24,67.31,53.94,72.94,6065.46
Company_14,63.74,69.98,63.14,74.66,74.02,92.73,59.69,84.15,73.12,81.58,51.75,98,98.59,23521.47
Company_66,85.03,94.94,78.35,71.31,72.84,97.76,71.5,99.5,70.07,37.48,83.78,56.28,53.38,43018.19
Company_67,81.08,57.43,51.43,56.36,57.66,69.56,55.75,53.93,73.19,23.4,94.5,52.51,55.22,45636.34
Company_17,92.58,98.44,70.8,58.91,71.18,75.22,59.65,69.01,91.08,16,78.82,65.64,57.61,38495.27
Company_96,67.66,71.84,67.66,95.45,51.86,64.11,90.26,73.15,55.84,0.32,76.28,90.72,52.53,47461.71
Company_84,95.94,69.34,86.19,91.65,83.44,99.01,81.07,87.71,89.73,85.65,59.25,55.23,92.87,31712.9
Company_96,86.52,95.47,66.95,68.43,60.57,64.52,55.31,59.36,53.89,54.13,54.34,91.46,65.07,44589.89
Company_32,96.17,75.34,84.55,83.2,73.01,88,92.65,72.48,63.77,84.49,80.56,61.55,60.18,48310.47
Company_53,61.69,62.76,76.27,74.97,78.74,90.92,71.91,98.18,59.36,99.64,68.51,68.64,97.09,23911.98
Company_44,96.65,79.14,61.51,76.93,87.43,99.98,96.13,65.58,56.94,72.83,77.02,75.54,85.28,30351.24
Company_45,72.01,62.01,91.33,71.54,80.79,58.18,73.59,62.97,57.35,34.47,66.29,96.55,79.85,28871.19
Company_31,66.2,91.42,90.56,57.34,88.74,92.02,50.55,93.74,90.75,23.68,61.43,78.96,70.96,38473.43
Company_31,63.01,87.93,71.65,87.14,89.85,70.04,97.03,55.75,53.1,47.46,59.15,67.2,95.67,23147.03
Company_56,64.38,56.02,71.62,98.22,80.68,74.43,97.65,72.07,53.57,85.33,53.27,65.53,86.02,29419.16
Company_16,98.6,80.48,62.48,73.03,94.63,50.16,64.57,76.43,92.88,24.94,94.18,72.5,89.88,42469.96
Company_29,62.17,97.88,50.48,88.32,56.73,88.63,74.7,86.84,81.2,38.39,90.88,84.61,93.51,44115.21
Company_71,99.93,55.15,56.34,52.81,92.29,51.66,72.11,50.57,93.85,14.13,60.84,77.29,86.67,6155.75
Company_88,97.68,91.56,68.08,87.78,93.27,92.23,73.82,69.19,82.76,74.85,91.82,78.1,68.21,48754.87
Company_61,60.6,76.57,93.79,67.3,59.93,94.32,50.17,79.99,99.88,56.95,84.73,54.19,60.3,38895.83
Company_58,53.14,74.98,62.63,73.23,81.38,61.84,62.5,69.73,74.35,11.37,60.02,87.37,57.76,48043.26
Company_16,57.61,94.38,93.61,91.24,83.97,76.23,83.99,58.68,75.32,41.43,92.51,63.63,82.88,22015.53
Company_85,73.61,94.61,98.28,64.66,74.38,93.9,99.39,75.84,61.26,56.86,87.52,71.49,90.84,44742.96
Company_53,93.78,76.25,67.92,54.56,96.45,73.45,64.26,98.44,100,89.7,82.18,50.4,59.92,15199.65
Company_96,84.59,68.83,63.3,59.89,90.2,69.07,60.26,62.19,93.34,53.18,76.28,60.52,78.55,35241.31
Company_29,83.88,88.98,81.81,81.5,66.95,70.81,71.63,96.41,98.34,68.65,61,96.44,85.61,40378.26
Company_64,52.93,93.28,71.1,98.58,94.21,68,55.65,54.16,61.98,57.56,60.38,79.42,78.83,42402.11
Company_51,75.7,57.28,54.75,88.9,83.68,90.78,95.24,52.65,77.25,83.45,85.47,61.05,68.53,31012.66
Company_37,77.41,99.91,63.86,71.4,75.02,60.98,74.89,60.63,86.68,15.05,58.84,96.99,88.25,31889.31
Company_33,82.5,89.05,95.8,57.98,65.03,65.48,76.67,58.96,50.46,21.04,54.54,80.14,93.22,26371.84
Company_30,56.53,75.51,87.54,64.56,77.47,84.84,78.37,96.2,78.26,4.93,52.31,85.86,90.97,19411.91
Company_65,80.32,77.1,63.62,51.72,77.08,82.8,54.65,84.46,79.96,4.81,81.59,66.77,67.47,11948.75
Company_44,86.16,64.18,76.9,69.96,71.15,71.85,99.76,79.2,52.42,3.98,78.97,84.76,50.16,9292.11
Company_81,52.62,58.62,65.77,50.93,65.1,53.37,70.33,56.03,94.25,25.52,68.93,72.41,97.55,2176.86
Company_5,85.73,86.29,84.63,78.14,58.05,95.44,69.28,51.97,57.7,4.16,71.42,86.14,77.79,6821.28
Company_14,84.78,97.86,80.9,88.42,80.37,51.41,72.6,99.12,94.98,79,53.31,76.15,76.81,21684.65
Company_10,99.56,76.05,53.13,58.18,90.72,59.78,86.6,60.04,73.97,67.98,99.35,88.65,86.79,49519.56
Company_67,54.68,74.13,63.33,53.83,52.97,51.19,90.9,63.25,66.69,85.67,83.23,68.25,88.65,18805.1
Company_48,81.59,51.86,70.27,79.77,59.15,76.48,84.81,65.27,53.07,2.56,69.69,97.92,92.71,27472.52
Company_44,59.61,77.27,96.63,63.95,80.99,77.98,95.89,86.59,65.65,6.5,75.04,55.95,56.18,11563.95
Company_63,96.18,67.83,78.56,88.23,91.54,68.08,54.08,57.64,55.28,71.32,95.74,92.58,96.08,49364.82
Company_19,68.68,90,77.41,66.21,79.67,78.7,91.77,64.15,81.77,77.07,96.61,91.72,86.15,28832.13
Company_3,55.98,84.88,94,88.3,59.14,55.74,57.63,71.11,67.25,93.32,66.12,69.08,78.82,1299.59
Company_86,87.98,77.25,91.58,97.78,70.94,66.13,74.01,82.41,65.55,0.37,52.24,81.37,56.83,39084.33
Company_86,96.65,75.87,54.9,79.53,60.49,74.35,69.69,79.12,75.97,38.45,99.43,56.09,76.29,23884.53
Company_90,94.6,68.83,87.94,90.8,75.75,98.32,87.08,79.79,98.47,31.29,64.22,64.42,80.59,43351.94
Company_14,60.23,81.72,57.3,67.62,50.47,51.4,70.87,78.19,54.69,85.3,94.71,52.34,60.36,6182.29
Company_49,52.04,80.75,69.6,84.88,92.96,65.01,69.94,95.49,55.13,93.28,75.42,86.46,67.8,13350.77
Company_4,78.2,69.86,69.88,74.78,59.59,55.83,61.02,82.18,66.94,69.29,69.8,85.98,67.6,30133.98
Company_24,90.16,63.82,99.77,59.45,84.18,63.26,86.86,61.12,90.14,71.6,68.77,98.29,74.23,48009.81
Company_27,56.05,59.5,95.21,54.07,72.01,51.73,53.7,91.72,88.36,35.98,52.53,87.39,64.16,37283.81
Company_63,82.74,78.4,70.57,54.35,74.02,67.42,97.69,86.35,58.88,82.58,85.48,72.31,98.26,7418.86
Company_23,89.89,75.94,60.37,60,82.17,82.01,67.64,54.68,77.47,0.44,74.7,85.08,81.42,44329.69
Company_51,83.1,78.68,57.32,72.11,68.56,95.94,69.94,66.56,78.13,78.06,92.51,76.74,87.41,26344.19
Company_37,86.04,71.21,84.21,73.18,80.04,80.78,84.59,91.83,87.73,50.19,55.6,72.02,75.15,42289.95
Company_61,92.69,53.34,70.72,66.24,88.51,87.09,80.65,54.57,65.53,71.29,60.03,53.08,62.55,9224.54
Company_87,95.61,99.71,82.44,54.32,95.77,96.92,68.84,81.38,94.91,13.27,90.77,89.22,71.45,48996.99
Company_40,54.47,92.18,86.73,99.44,82.03,57.19,72.36,98.8,56.89,30.08,69.66,93.73,76.26,17853.92
Company_1,88.24,86.12,53.66,75.84,85.32,53.03,57.96,87.35,54.66,30.46,78.18,69.03,85.03,44204.25
Company_56,80.19,81.17,97.5,78.85,73.17,67.29,94.99,69.75,55.55,26.77,78.7,85.87,95.31,8671.41
Company_68,51.12,59.68,59.73,81.67,95.43,90.94,91.6,74.24,74.05,32.77,91.17,52.61,85.11,29423.75
Company_73,74.99,62.34,55.51,73.56,96.72,82.91,64.55,64.54,87.68,14.16,81.76,75.31,50.07,22448.04
Company_5,56.27,62.61,70.24,96.05,58.18,91.22,69.69,70.2,57.37,97.16,85.64,70.03,96.43,12284.84
Company_20,70.77,80.57,83.13,74.54,68.66,55.12,78.21,53.96,69.01,41.14,69.51,66.1,56.21,21064.68
Company_23,84.11,51.96,62.44,76.45,86.42,82.56,91.32,82.73,59.88,66.95,90.06,84.52,99.96,33375.7
Company_62,98.72,80.11,85.89,79.66,91.17,66.83,64.56,81.34,56.77,51.16,92.85,86.63,81.33,28260.81
Company_16,73.83,98.91,93.62,68.46,78.09,80.73,75,64.45,59.4,24.7,51.18,60.18,76.47,34301
Company_99,69.99,83.35,57.78,97.24,60.15,63.55,98.29,89.75,67.82,27.21,67.65,96.98,90.91,39144.84
Company_96,90.43,70.45,60.99,96.42,59.54,95.48,86.91,76.8,57.4,55.62,98.82,94.69,70.31,49107.43
Company_92,95.51,88.91,77.35,69.75,85.37,50.46,87.06,66.98,55.69,77.04,50.65,57.61,90.36,37003.17
Company_85,58.59,54.72,77,79.56,68.96,72.63,82.42,53.42,69.06,59.72,72,96.51,65.45,2094.32
Company_48,90.04,80.32,79.03,73.87,93.17,76.87,52.92,89.19,76,15.25,57.68,92.25,63.42,4350.46
Company_19,70.02,88.11,50.35,95.47,51.8,72.46,81.24,88.66,80.73,8.33,83.72,64.23,89.81,14054.38
Company_48,89.01,99.58,94.28,88.3,93.94,94.06,83.87,58.7,61.57,67.53,85.79,60.81,86.55,28499.94
Company_42,76.67,82.07,72.44,88.44,78.48,58,58.35,59.69,62.09,45.62,52.79,77.54,85.93,41233.36
Company_52,56.01,63.28,79.99,75.05,92.54,68.08,64.62,78.25,98.62,62.68,68.24,76.08,90.14,36762.31
Company_71,85.99,81.66,70.81,53.18,69.2,83.32,65.06,58.79,54.61,72.28,60.15,56.93,57.11,27314.29
Company_71,58.54,91.63,72.85,60.39,64.58,60.18,75.96,50.06,59.41,75.84,99.96,70.29,64.99,16064.51
Company_40,93.82,70.08,97.32,65.39,76.31,51.03,81.7,89.4,55.6,44.63,85.67,80.42,81.17,5837.85
Company_88,89.25,76.44,53.06,74.87,89.47,84.85,53.59,67.44,86.43,67.83,79.64,89.49,99.99,13364.72
Company_26,61.95,97.77,55.45,51.65,66.51,89.58,94.89,76.85,95.77,2.15,63.83,82.25,96.34,42067.8
Company_23,55.36,66.28,58.63,63.21,94.5,64.03,64.7,84.97,71.96,17.91,61.79,66.31,83.08,18318.75
Company_33,59.99,83.19,55.81,87.74,59.35,67.93,51.32,56.96,92.47,60.11,65.71,66.89,65.2,11065.71
Company_9,66.98,82.19,65.8,58.92,94.94,95.9,80.25,93.36,57.09,26.96,73.03,98.81,94.5,7738.04
Company_76,94.08,55.58,80.3,54.98,99.6,58.71,62.67,64.57,79.47,80.86,63.76,97.56,51.51,2516.64
Company_34,57.41,73.3,84.17,50.44,72.97,87.81,88.07,79.75,68.61,61.13,73.62,73.59,92.21,28457.35
Company_33,87.96,67.5,78.33,88.95,91.1,92.65,68.12,77.6,54.65,88.85,86.07,59.6,72.04,30683.74
Company_98,58.13,54.85,80.75,99.52,87.59,55.08,61.28,75.31,98.87,61.26,91.76,94.8,66.48,12438.8
Company_12,60.89,79.77,89.03,72.48,66.93,57.51,59.47,52.85,85.62,40.1,83.4,79.62,56.59,39731.61
Company_93,62.69,86.45,85.54,60.1,81.3,56.29,77.21,57.96,65.49,40.23,99.57,65.23,50.69,15212.77
Company_19,82.85,68.71,53.27,69.1,57.06,50.54,82.89,62.7,75.34,38.38,57.12,66.16,78.47,20060.52
Company_32,99.1,59.88,55.25,68.07,82.64,54.55,90.85,96.21,76.8,90.02,74.07,77.61,70.86,15991.96
Company_10,54.44,91.27,71.06,91.75,98.85,59.16,59.93,65.41,57.7,76.64,84.78,52.44,60.71,28032.03
Company_70,72.62,84.12,91.58,65.23,71.62,88.56,76.05,97.54,99.61,66.81,73.78,77.59,52.55,17260.82
Company_32,64.78,89.25,69.38,91.61,82.46,51.46,87.83,63.1,54.04,12.97,63.81,61.88,69.87,34463.18
Company_44,70.73,85.44,95.36,57.89,80.75,57.09,87.67,62.71,74.48,31.64,52.53,93.8,57.04,2005.71
Company_22,54.15,91.64,83.15,88.72,52.41,92.29,77.21,92.79,69.04,4.66,93.46,81.51,69.64,34912.14
Company_51,96.22,74.94,54.39,94.74,80.5,63.6,69.75,77.73,84.6,23.13,89.63,79.21,89.96,45533.53
Company_34,77.3,73.32,70.26,95.43,83.26,65.23,57.88,56.12,70.51,25.32,93.9,88.49,53.81,4421.98
Company_1,62.66,62.66,60.43,71.71,86.43,56.59,97.52,54.23,89.03,47.64,67.86,77.09,71.76,25454.58
Company_78,51.2,92.71,99.37,50.08,76.32,75.98,86.76,80.44,96.92,38.94,74.76,50.85,67.89,28927.8
Company_25,51.77,73.91,52.31,87.65,63.11,95.23,65.89,84.62,69.08,24.74,93.9,53.52,98.08,8981.98
Company_68,74.92,82.9,85.47,63.07,91.79,61.69,50.49,67.13,98.56,97.94,99.13,69.51,93.53,10815.69
Company_56,59.18,86.97,59.69,58.23,90.9,78.15,62.09,64.33,76.91,30.42,63.5,84.18,87.39,39171.37
Company_36,63.42,86.17,83.67,94.3,53.66,57.72,65.24,57.38,62.24,88.62,91.2,56.41,86.67,28884.7
Company_72,68.14,56.29,63.87,63.15,76.31,58.22,64.72,96.34,77.39,76.16,59.93,78.49,78.23,32229.79
Company_88,63.95,85.29,83.35,64.78,73.94,62.21,70.74,84.87,77.81,60.52,62.65,75.5,64.21,30651.28
Company_55,92.89,96.88,61.52,54.77,54.38,56.55,52.9,55.25,91.1,30.39,78.48,91.84,91.22,33808.64
Company_66,80.8,71.48,72.79,60.36,71.11,59.42,62.07,50.47,93.13,19.97,94.88,88.68,52.23,20621.72
Company_36,93.77,91.01,77.38,82.68,65.71,72.44,72.26,53.41,76.3,49.2,84.69,58.75,76.74,3329.08
Company_69,68.97,91.01,85.79,89.99,78.09,71.76,73.42,74.27,86.64,86.78,61.46,71.85,75.94,11354.31
Company_75,67.76,99.61,56.85,86.81,72.29,69.88,53.21,87.96,86.29,91,80.99,50.44,53.6,41937.1
Company_61,51.72,98.73,89.76,53.51,78.87,69,84.9,85.7,50.06,27.48,99,96.25,63.52,22504.39
Company_100,87.5,98.85,73.16,87.89,75.64,98.65,81.94,57.6,97.76,71.33,51.16,84.2,63.35,32672.76
Company_41,57.04,89.42,92.07,88.21,52.56,71.55,80.58,72.41,52.7,92.28,90.4,82.04,79.02,32949.45
Company_34,96,66.46,98.15,54.73,57.07,77.39,83.75,75.5,61.13,81.47,58.22,51.27,78.58,26382.02
Company_78,50.18,95.77,81.59,54.59,68.38,82.73,63.85,83.86,52.7,61.31,81,59.53,83.84,48075.28
Company_78,70.12,89.57,86.41,61.19,78.81,70.34,68.24,82.45,81.41,24.83,50.3,50.85,52.08,16419.67
Company_79,75.82,81.28,81.47,93.44,59.3,51.16,66.75,61.38,53.26,3.27,53.09,78.92,65.15,42390.79
Company_7,76.01,96.27,95.37,57.5,63.53,57.4,60.25,85.35,59.19,38.09,89.99,66.09,99.24,24429.37
Company_33,72.23,75.25,96.63,68.05,59.2,63.53,82.88,86.3,83.39,63.24,79.81,66.68,95.25,44286.59
Company_43,75.42,98.5,87.57,96.62,79.86,79.01,63.61,63.31,74.05,59.93,58.76,87.98,98.25,24213.78
Company_35,87.6,100,94.63,51.73,58.69,62.78,99.46,78.54,79.24,1.82,53.61,91.71,79.67,20824.54
Company_17,81.55,89.14,85.87,91.81,81.15,94.18,52.23,90.09,96.37,35.07,76.51,51.76,56.65,49591.62
Company_60,71.1,58.96,85.31,57.06,94.51,89.59,65.58,85.49,86.21,41.49,87.99,96.37,93.34,19240.22
Company_96,99.85,82.9,95.48,86.05,87.54,67.2,76.18,97.89,54.09,27.1,89.02,56.19,76.4,24757.7
Company_27,92.87,81.71,69.86,54.65,99.49,68.32,74.74,80.72,76.52,95.5,72.81,62.96,66.94,49563.64
Company_37,57.52,80.32,98.34,63.56,56.63,51.99,75.98,81.97,92.23,5.59,80.4,70.31,81.29,32682.47
Company_50,88.09,72.78,73.1,65.24,79.93,51.52,55.33,96.48,61.42,7.79,94.4,74.23,59.03,41054.91
Company_51,93.09,50.33,54.38,68.05,52.39,71.01,63.56,68.82,67.73,66.66,77.19,69.73,60.82,23775.08
Company_50,58.68,82.29,91.97,53.44,74.4,93.44,78.89,56.21,84.88,63.52,58.54,64.22,81.09,9976.65
Company_44,61.2,90.81,54.12,78.65,60.35,72.49,62.16,55.71,74.71,30.72,90.34,70,77.14,24589.58
Company_39,66.9,58.33,73.81,55.08,83.34,57.04,54.17,74.83,54.69,49.81,94.21,57.49,51.98,19518.14
Company_73,83.18,60.61,92.55,74.82,60.68,82.55,56.84,93.14,55.78,30.65,80.63,96.64,57.85,8079.93
Company_54,52.12,68.44,93.02,69.23,91.4,96.44,99.69,96.33,65.29,64.78,75.54,68.3,55.9,6121.06
Company_49,71.92,55.41,63.93,91.14,68.41,52.89,72.77,80.74,82.82,4.5,60.12,53.38,84.6,24042.26
Company_37,64.73,54.81,74.73,67.85,72.37,84.78,55.89,80.21,64.58,61.15,63.06,77.5,72.8,36867.57
Company_26,98.42,91.37,64.58,92.7,52.16,63.01,69.94,55.78,90.3,30.94,69.14,81.38,91.66,36811.51
Company_57,80.78,59.43,62.76,82.8,97.68,74.63,61.14,56.67,60.73,33.84,61.58,75.12,80.09,35267.55
Company_32,95.79,86.82,86.62,88.92,88.4,84.93,54.98,99.41,88.48,71.51,70.04,51.55,59.91,22892.78
Company_65,74.18,92.07,82.74,76.88,84.57,77.85,95.31,93.13,93.65,24.25,70.84,92.38,89.93,3994.79
Company_11,75.52,58.77,54.67,93.5,90.32,94.22,81.66,68.43,81.4,17.4,96.6,82.89,63.83,4648.31
Company_60,78.31,94.01,65.86,67.6,86.56,95.56,79.36,67.56,72.36,3.68,61.56,60.08,98.02,8463.08
Company_94,66.87,63.13,90.75,75.61,55.33,90.23,71.72,89.05,72.18,78.59,58.94,87.2,95.62,35307.81
Company_13,54.12,61.24,60.72,68.87,68.34,96.56,76.85,56.89,95.1,69.27,83.72,76.26,55.59,33140.54
Company_56,67.45,75.74,70.99,93.92,99.62,65.66,62.17,92.19,72.63,81.68,98.03,85.46,91.27,23932.29
Company_30,80.57,92.07,95.56,55.87,72.29,96.58,86.05,92.72,97.75,56.42,61.7,81.67,97.32,11327.21
Company_74,99.7,62.7,78.81,74.06,95.8,63.18,72.99,74.62,72.66,40.11,93.72,86,95.93,16312.2
Company_86,71.69,52.22,85.11,55.62,69.13,71.09,86.41,86.18,88.11,68.19,69.55,72.19,57.97,4274.38
Company_72,76.78,55.72,68.39,61.28,95.1,93.71,68.67,88.24,94.13,14.49,96.24,66.79,58.16,6747.96
Company_18,63.54,77.83,51.43,58.3,64.12,72.37,78.65,50.84,72.77,96.56,90.41,84.9,89.79,30994.38
Company_90,73.21,53.52,73.9,69.5,99.15,51.78,77.26,76.38,86.26,49.29,79.94,74.16,63.44,25049.4
Company_89,74.87,80.58,55.99,70.19,94.29,52.93,69.74,94.77,55.65,84.88,94.05,94.62,59.51,33571.63
Company_78,55.09,52.35,70.86,56.3,62.09,52.61,89.49,78.46,91.28,7.84,95.75,75.93,85.47,24226.52
