Company,Financial_Instrument,Stock_Exchange,Investment_Amount,Currency,Investment_Date
Company_26,Futures,ASX,4381926.17,GBP,2013-08-03
Company_10,Commodities,ASX,8650762.2,INR,2016-04-21
Company_76,Derivatives,HKEX,6689087.9,EUR,2011-06-24
Company_82,Commitments,HKEX,441045.41,GBP,2023-08-10
Company_94,Bonds,BSE,3096926.82,CAD,2019-11-11
Company_54,Mortgages,JPX,4619971.55,EUR,2014-04-09
Company_20,Options,BSE,7325706.46,EUR,2019-03-23
Company_97,Commitments,NYSE,7878122.88,CAD,2017-03-05
Company_79,Fixed Income,ASX,3379354.48,JPY,2021-07-22
Company_2,Derivatives,HKEX,4025352.84,CAD,2017-01-10
Company_32,Swaps,LSE,8975867.1,JPY,2022-09-12
Company_39,Derivatives,NASDAQ,3122544.95,EUR,2018-02-10
Company_59,Futures,LSE,6769218.09,GBP,2011-07-26
Company_1,Swaps,SSE,553562.93,USD,2010-12-07
Company_60,Commodities,HKEX,7087993.02,INR,2011-02-09
Company_9,Mortgages,ASX,6567872.59,JPY,2019-11-16
Company_36,Bonds,SSE,3715981.6,CNY,2012-04-16
Company_42,Derivatives,JPX,8986563.08,GBP,2012-01-09
Company_25,Equities,HKEX,3815311.26,JPY,2010-11-05
Company_38,Fixed Income,SSE,491419.79,JPY,2010-06-25
Company_83,Mortgages,NSE,9100079.8,AUD,2017-10-26
Company_13,Options,SSE,374867.65,GBP,2012-05-24
Company_100,Options,TSX,5798991.04,JPY,2017-01-15
Company_89,Commodities,TSX,2749501.2,USD,2018-05-09
Company_38,Equities,NYSE,6635426.51,INR,2011-01-28
Company_90,Fixed Income,NSE,5740693.87,CAD,2020-08-27
Company_11,Mortgages,JPX,1618001.43,INR,2023-04-25
Company_47,Fixed Income,TSX,8654745.63,CAD,2023-09-28
Company_11,Commitments,BSE,4208231.11,CAD,2022-08-20
Company_23,Commodities,NYSE,5362474.66,USD,2016-05-08
Company_73,Derivatives,SSE,8611952.79,EUR,2012-12-08
Company_53,Bonds,LSE,2381597.14,AUD,2010-05-02
Company_95,Bonds,SSE,6513715.31,CAD,2017-06-21
Company_59,Commitments,ASX,6503842.67,INR,2022-08-01
Company_98,Swaps,BSE,9883893.1,JPY,2015-02-15
Company_33,Commitments,LSE,4111106.3,JPY,2011-09-21
Company_24,Mortgages,HKEX,6811794.1,CAD,2011-03-23
Company_69,Fixed Income,ASX,7705183.73,EUR,2018-06-11
Company_64,Commodities,ASX,814250.97,CAD,2014-08-07
Company_65,Mortgages,TSX,7646215.16,AUD,2013-06-17
Company_86,Swaps,NSE,1529283.25,JPY,2022-02-21
Company_64,Derivatives,NYSE,2609236.42,USD,2022-11-04
Company_87,Mortgages,JPX,590798.16,AUD,2017-10-08
Company_88,Equities,LSE,7801000.47,CAD,2011-11-16
Company_58,Options,ASX,8685501.46,CNY,2013-08-08
Company_8,Mortgages,HKEX,3392644.26,JPY,2013-08-05
Company_25,Commitments,ASX,5048646.11,USD,2012-10-17
Company_33,Commitments,ASX,7748124.27,EUR,2021-03-14
Company_13,Commitments,HKEX,2122544.45,JPY,2019-10-05
Company_1,Commitments,BSE,293354.44,AUD,2022-01-10
Company_29,Swaps,TSX,2618382.56,INR,2016-11-05
Company_27,Mortgages,HKEX,8405994.24,GBP,2016-12-24
Company_4,Futures,NASDAQ,4485601.29,EUR,2022-01-25
Company_68,Swaps,SSE,2910263.62,CAD,2010-03-12
Company_35,Options,LSE,7936837.0,INR,2020-05-14
Company_81,Commitments,ASX,3270734.23,JPY,2017-05-04
Company_8,Fixed Income,NYSE,1291628.17,EUR,2020-04-11
Company_95,Futures,SSE,7394650.58,GBP,2022-03-15
Company_82,Commitments,ASX,6109834.21,INR,2021-07-20
Company_54,Fixed Income,ASX,2910827.87,USD,2013-07-06
Company_38,Swaps,JPX,6128072.74,GBP,2013-01-06
Company_59,Commitments,TSX,9803587.69,EUR,2010-01-17
Company_18,Mortgages,TSX,3583723.0,GBP,2021-06-28
Company_78,Commitments,LSE,5840055.47,INR,2021-04-17
Company_35,Equities,ASX,887067.99,JPY,2011-09-17
Company_44,Bonds,NASDAQ,3913627.74,INR,2022-02-22
Company_81,Mortgages,TSX,2675727.26,JPY,2013-09-05
Company_66,Derivatives,TSX,3701645.53,GBP,2020-07-06
Company_60,Commitments,ASX,5504000.47,GBP,2022-11-20
Company_88,Bonds,NASDAQ,7615263.82,EUR,2018-06-01
Company_24,Commitments,NSE,8628651.94,USD,2021-04-02
Company_45,Equities,TSX,7824548.03,AUD,2010-07-10
Company_48,Commitments,LSE,3328753.08,EUR,2020-05-10
Company_44,Equities,LSE,1861375.83,JPY,2014-01-27
Company_93,Equities,NYSE,1320440.4,JPY,2022-05-20
Company_79,Commodities,BSE,1663932.98,GBP,2014-06-28
Company_92,Bonds,JPX,7508286.96,EUR,2020-12-01
Company_41,Equities,NYSE,9800593.56,AUD,2017-09-19
Company_40,Fixed Income,SSE,1878519.04,JPY,2023-10-05
Company_65,Derivatives,HKEX,5300217.96,USD,2013-08-11
Company_2,Commodities,NSE,6456137.37,INR,2019-10-01
Company_72,Options,NASDAQ,239536.64,EUR,2011-08-28
Company_52,Mortgages,BSE,6457617.45,INR,2018-10-06
Company_82,Swaps,NYSE,1036024.75,USD,2023-10-03
Company_75,Equities,NYSE,5847789.89,JPY,2022-12-24
Company_53,Options,ASX,1188750.11,AUD,2019-09-06
Company_64,Fixed Income,TSX,5981868.22,AUD,2014-07-26
Company_85,Equities,HKEX,7300779.84,AUD,2014-10-23
Company_92,Futures,NSE,9131477.26,USD,2023-05-18
Company_9,Swaps,SSE,9011466.87,CAD,2023-07-12
Company_39,Bonds,HKEX,4215414.42,EUR,2023-10-20
Company_96,Bonds,BSE,6399621.86,AUD,2015-06-21
Company_36,Fixed Income,BSE,9539053.05,INR,2011-01-16
Company_62,Swaps,NASDAQ,4827697.38,USD,2011-09-04
Company_94,Mortgages,HKEX,2740277.45,AUD,2020-07-13
Company_43,Options,SSE,758609.58,JPY,2020-09-16
Company_11,Futures,NSE,1952845.09,CNY,2022-10-15
Company_52,Commodities,JPX,7809619.07,EUR,2020-03-26
Company_32,Commitments,ASX,3813959.29,EUR,2019-12-08
Company_29,Equities,JPX,3135251.41,JPY,2022-08-02
Company_87,Swaps,TSX,6936571.14,CNY,2014-12-04
Company_75,Options,NYSE,5336240.46,EUR,2015-07-28
Company_40,Fixed Income,SSE,7168826.18,EUR,2011-10-06
Company_14,Fixed Income,HKEX,697132.76,EUR,2022-10-23
Company_7,Bonds,NSE,9444359.88,AUD,2016-09-23
Company_7,Fixed Income,SSE,106653.48,CAD,2016-02-03
Company_29,Options,SSE,509534.77,AUD,2021-01-14
Company_19,Bonds,NSE,9158466.45,EUR,2017-05-23
Company_47,Derivatives,TSX,4184003.05,EUR,2022-06-20
Company_42,Commodities,BSE,6239403.82,GBP,2015-09-13
Company_54,Bonds,HKEX,7372104.89,AUD,2021-10-14
Company_88,Bonds,NASDAQ,5362553.77,USD,2013-03-01
Company_46,Fixed Income,NYSE,3898522.58,AUD,2019-01-17
Company_44,Options,NSE,5776637.58,EUR,2022-05-17
Company_6,Swaps,JPX,2231922.83,GBP,2021-11-09
Company_71,Options,NSE,4262577.56,CNY,2011-02-08
Company_21,Futures,JPX,5570148.34,JPY,2013-07-04
Company_53,Commodities,SSE,682300.91,INR,2020-12-03
Company_11,Commodities,NSE,7101336.21,USD,2023-03-27
Company_93,Commitments,JPX,8810772.17,JPY,2014-03-22
Company_73,Swaps,HKEX,5369686.09,CNY,2019-06-26
Company_12,Fixed Income,NASDAQ,9263731.25,EUR,2011-08-26
Company_52,Futures,HKEX,1157271.21,EUR,2010-04-04
Company_82,Swaps,NYSE,1771219.68,CNY,2017-10-19
Company_26,Derivatives,NSE,410030.45,INR,2016-12-07
Company_11,Futures,NSE,9523839.22,EUR,2013-09-13
Company_85,Futures,NYSE,9778027.86,CNY,2010-02-16
Company_100,Equities,LSE,6089278.84,CNY,2012-10-18
Company_12,Equities,ASX,1018608.83,CAD,2019-07-26
Company_17,Derivatives,TSX,6664323.33,USD,2018-11-16
Company_72,Swaps,NASDAQ,3240020.01,AUD,2018-01-28
Company_14,Equities,NYSE,5114857.75,EUR,2012-11-11
Company_2,Fixed Income,NSE,3388743.86,CAD,2010-06-18
Company_6,Options,NYSE,1158680.0,CAD,2020-06-11
Company_82,Commitments,TSX,6211404.88,JPY,2014-08-19
Company_38,Commodities,NSE,3825337.19,CNY,2013-08-16
Company_19,Mortgages,NSE,8911157.21,CAD,2022-02-21
Company_60,Commodities,BSE,2479749.57,USD,2014-10-08
Company_9,Derivatives,HKEX,1231343.1,AUD,2011-03-21
Company_32,Fixed Income,NASDAQ,4762509.86,JPY,2018-11-07
Company_51,Equities,LSE,6324785.24,CAD,2015-02-11
Company_29,Swaps,BSE,2001641.27,INR,2017-04-28
Company_14,Options,NYSE,8807576.89,JPY,2020-04-24
Company_20,Options,NASDAQ,8790198.09,JPY,2018-11-27
Company_39,Swaps,HKEX,5653349.07,CNY,2014-03-12
Company_85,Commitments,NASDAQ,4544852.37,USD,2023-12-17
Company_87,Commodities,ASX,9480834.24,INR,2017-08-21
Company_60,Equities,TSX,3925789.81,USD,2016-01-21
Company_76,Swaps,NASDAQ,136271.17,USD,2023-10-19
Company_46,Options,ASX,149570.95,EUR,2021-02-11
Company_86,Fixed Income,LSE,7081974.37,INR,2016-11-22
Company_84,Swaps,HKEX,3132351.67,AUD,2017-12-17
Company_98,Options,NYSE,8488962.83,USD,2014-08-06
Company_86,Equities,ASX,4850071.72,GBP,2020-07-16
Company_60,Mortgages,JPX,169722.08,GBP,2010-01-27
Company_77,Swaps,NASDAQ,3538676.87,AUD,2016-07-23
Company_71,Swaps,NSE,7583555.75,INR,2018-05-06
Company_81,Derivatives,ASX,2156034.22,CNY,2011-02-13
Company_100,Options,TSX,8431965.32,INR,2021-09-02
Company_40,Swaps,ASX,4805515.07,AUD,2022-11-11
Company_67,Futures,NSE,3079878.51,EUR,2019-07-21
Company_35,Derivatives,HKEX,4769245.08,INR,2013-10-27
Company_33,Mortgages,BSE,3853532.08,USD,2019-10-12
Company_69,Fixed Income,HKEX,152602.14,JPY,2019-09-03
Company_85,Futures,HKEX,4563097.7,EUR,2017-06-20
Company_92,Futures,LSE,8570715.54,INR,2011-12-03
Company_39,Commodities,SSE,2015366.68,AUD,2012-12-07
Company_51,Bonds,ASX,7130854.7,AUD,2012-04-28
Company_18,Fixed Income,BSE,751857.41,INR,2023-12-17
Company_80,Bonds,NASDAQ,2584280.14,AUD,2014-07-26
Company_56,Equities,TSX,3387042.18,JPY,2020-08-01
Company_84,Commodities,ASX,1761225.19,EUR,2018-06-02
Company_74,Fixed Income,LSE,295259.29,CNY,2015-07-15
Company_4,Mortgages,NSE,2501119.67,INR,2022-07-28
Company_11,Equities,SSE,6131333.82,EUR,2012-10-03
Company_62,Futures,SSE,5835071.53,USD,2023-11-17
Company_66,Fixed Income,SSE,649972.53,CNY,2021-08-23
Company_82,Bonds,NSE,1865342.72,USD,2016-03-03
Company_75,Options,NSE,6833341.83,EUR,2016-02-02
Company_17,Swaps,NASDAQ,2752476.67,CAD,2020-11-01
Company_47,Commitments,TSX,8478977.82,GBP,2012-12-18
Company_73,Mortgages,NASDAQ,2774430.55,CAD,2015-09-10
Company_85,Commitments,ASX,2060492.68,INR,2014-08-01
Company_86,Derivatives,SSE,6597214.44,USD,2018-12-12
Company_53,Equities,NASDAQ,4459476.57,USD,2014-07-12
Company_69,Equities,NSE,3275759.49,AUD,2012-03-01
Company_18,Commitments,LSE,6608555.94,USD,2022-08-23
Company_41,Bonds,NASDAQ,4127820.79,CNY,2015-12-15
Company_62,Commitments,LSE,9401810.28,GBP,2019-01-28
Company_94,Commodities,NYSE,678391.89,CAD,2022-06-21
Company_65,Mortgages,HKEX,1765992.21,CAD,2011-07-02
Company_15,Futures,NYSE,2538841.22,JPY,2012-12-16
Company_12,Commodities,BSE,7860098.24,CNY,2016-05-27
Company_12,Bonds,HKEX,3074494.89,JPY,2010-11-20
Company_58,Options,NASDAQ,9557714.12,AUD,2015-05-23
Company_35,Options,JPX,509925.18,INR,2013-12-13
Company_9,Mortgages,BSE,8498904.84,GBP,2021-07-26
Company_25,Futures,JPX,2002116.44,CAD,2010-05-27
Company_92,Futures,HKEX,3930348.02,INR,2017-07-07
Company_96,Futures,JPX,3397333.61,GBP,2016-03-14
Company_7,Derivatives,BSE,782512.5,EUR,2018-10-05
Company_29,Equities,NASDAQ,6342386.31,EUR,2011-10-25
Company_82,Bonds,LSE,5707951.9,GBP,2018-11-10
Company_20,Derivatives,NYSE,5257240.03,INR,2016-04-20
Company_58,Commitments,SSE,7045575.94,EUR,2010-04-27
Company_29,Options,SSE,1707983.83,USD,2017-10-17
Company_36,Commitments,SSE,4721533.14,EUR,2010-12-05
Company_83,Equities,ASX,8632353.37,EUR,2017-04-20
Company_31,Commitments,BSE,5812680.05,AUD,2020-07-28
Company_92,Mortgages,NSE,7394316.65,INR,2017-11-20
Company_5,Futures,NASDAQ,7081358.72,GBP,2022-05-22
Company_74,Swaps,BSE,4584512.91,CAD,2013-04-26
Company_52,Fixed Income,HKEX,8630305.84,EUR,2019-11-20
Company_55,Derivatives,NSE,1883621.28,CNY,2021-08-09
Company_85,Bonds,JPX,8307014.73,CAD,2010-12-04
Company_56,Mortgages,BSE,766003.4,AUD,2022-09-04
Company_41,Mortgages,NASDAQ,2569245.77,USD,2012-03-11
Company_84,Commitments,NSE,3632828.09,USD,2019-05-06
Company_18,Commitments,ASX,9906106.39,USD,2015-12-16
Company_33,Equities,ASX,3350022.4,USD,2019-09-13
Company_13,Futures,NASDAQ,9780081.12,USD,2023-12-05
Company_41,Equities,NYSE,3403188.22,INR,2022-08-22
Company_80,Swaps,ASX,3305490.48,CNY,2010-02-11
Company_41,Futures,JPX,5830110.98,GBP,2017-01-12
Company_72,Options,NSE,2697717.58,JPY,2013-04-12
Company_89,Bonds,ASX,6827514.23,CAD,2019-05-21
Company_66,Options,TSX,4907645.18,CAD,2015-12-26
Company_34,Commitments,HKEX,7222829.04,GBP,2023-07-27
Company_3,Equities,SSE,8371419.13,JPY,2022-06-05
Company_80,Mortgages,HKEX,675484.72,CAD,2016-02-23
Company_81,Commitments,ASX,1840363.42,GBP,2017-08-07
Company_67,Mortgages,NYSE,1533250.38,CNY,2023-05-01
Company_60,Bonds,ASX,9796400.03,CAD,2023-09-25
Company_5,Fixed Income,SSE,9735612.71,CAD,2021-09-23
Company_57,Mortgages,NYSE,9021094.79,USD,2010-03-07
Company_98,Equities,NASDAQ,2931266.71,GBP,2013-06-07
Company_48,Derivatives,NSE,3689885.69,EUR,2014-12-05
Company_92,Swaps,HKEX,2489241.44,JPY,2013-08-20
Company_2,Options,TSX,3851353.4,JPY,2021-07-24
Company_91,Commodities,ASX,8931779.51,AUD,2015-12-16
Company_56,Futures,TSX,904189.16,CAD,2018-07-28
Company_60,Bonds,ASX,1167848.59,EUR,2020-08-03
Company_14,Options,NASDAQ,1804135.41,INR,2011-07-20
Company_36,Derivatives,ASX,3669237.07,AUD,2018-02-27
Company_18,Equities,TSX,2521285.81,GBP,2012-12-22
Company_89,Swaps,JPX,9528256.68,INR,2020-06-10
Company_52,Mortgages,SSE,3813234.11,JPY,2023-05-15
Company_23,Commitments,ASX,7887812.82,AUD,2012-02-09
Company_45,Commitments,NYSE,7744068.24,INR,2021-04-11
Company_23,Swaps,NYSE,452643.3,JPY,2013-04-18
Company_85,Options,NSE,8579552.25,USD,2023-01-16
Company_76,Swaps,NASDAQ,7525670.03,JPY,2011-10-28
Company_72,Derivatives,NYSE,2875713.82,GBP,2022-01-26
Company_45,Bonds,NASDAQ,5478810.13,AUD,2023-02-18
Company_46,Commitments,SSE,7174390.7,AUD,2017-05-13
Company_68,Equities,NSE,2558914.83,JPY,2017-06-01
Company_80,Options,NSE,8089942.49,EUR,2010-05-05
Company_66,Options,HKEX,1385623.66,GBP,2021-08-26
Company_37,Commodities,NSE,9225773.9,GBP,2010-12-08
Company_29,Equities,JPX,7399087.02,EUR,2011-12-22
Company_69,Mortgages,NSE,4422878.5,INR,2012-03-27
Company_36,Bonds,NYSE,8390067.66,EUR,2020-10-08
Company_3,Options,TSX,2701772.79,INR,2021-01-19
Company_39,Derivatives,LSE,7740303.43,CAD,2013-07-27
Company_15,Equities,NSE,4162725.98,AUD,2012-09-07
Company_93,Options,JPX,5551893.0,USD,2022-02-12
Company_38,Fixed Income,HKEX,2916244.32,USD,2015-03-10
Company_29,Equities,ASX,9170850.61,GBP,2021-10-06
Company_61,Options,BSE,8064880.06,JPY,2012-02-03
Company_99,Options,ASX,794611.29,JPY,2020-04-21
Company_78,Fixed Income,SSE,5521306.04,AUD,2023-04-22
Company_62,Options,TSX,9481361.39,CAD,2013-08-10
Company_68,Fixed Income,TSX,7836842.69,JPY,2014-06-23
Company_77,Futures,BSE,1048496.44,AUD,2021-01-08
Company_67,Commodities,HKEX,686024.26,INR,2012-02-02
Company_21,Bonds,SSE,8087517.59,AUD,2022-06-01
Company_49,Commodities,ASX,8857231.36,CAD,2021-01-11
Company_59,Bonds,JPX,8185453.54,JPY,2022-05-10
Company_27,Equities,BSE,4764198.51,USD,2012-03-05
Company_45,Futures,BSE,6480461.3,CAD,2016-02-10
Company_61,Bonds,JPX,3942477.42,GBP,2014-10-25
Company_69,Mortgages,BSE,9201047.76,INR,2017-06-07
Company_75,Fixed Income,SSE,2050945.23,USD,2013-11-10
Company_36,Bonds,TSX,4972703.15,EUR,2020-02-21
Company_38,Mortgages,TSX,6770263.17,AUD,2017-11-09
Company_5,Swaps,NYSE,3735159.38,EUR,2016-02-17
Company_37,Bonds,TSX,8319711.76,INR,2010-11-15
Company_81,Swaps,NSE,5521553.46,CNY,2022-01-17
Company_48,Mortgages,LSE,2338735.04,CNY,2020-03-21
Company_29,Equities,NYSE,6863825.89,EUR,2010-05-13
Company_22,Fixed Income,JPX,8955408.29,CAD,2021-01-13
Company_45,Swaps,SSE,2992928.93,EUR,2010-07-27
Company_93,Swaps,TSX,5423664.9,JPY,2015-08-06
Company_31,Equities,NSE,5771569.21,CNY,2014-07-19
Company_93,Swaps,NYSE,7942302.66,AUD,2017-09-11
Company_73,Futures,NASDAQ,1079670.21,CNY,2019-07-13
Company_18,Bonds,NYSE,5973921.98,JPY,2013-02-15
Company_25,Bonds,NASDAQ,8100502.95,GBP,2013-08-15
Company_66,Commodities,TSX,7986637.35,EUR,2020-09-25
Company_64,Mortgages,LSE,6417956.52,INR,2019-06-18
Company_38,Mortgages,HKEX,5277665.7,GBP,2013-07-28
Company_44,Bonds,NSE,6738851.73,CAD,2023-05-08
Company_1,Swaps,ASX,6857477.64,CNY,2018-06-25
Company_96,Equities,ASX,8816130.27,GBP,2020-10-23
Company_61,Commodities,LSE,2998776.85,JPY,2010-04-16
Company_44,Futures,NSE,3212550.61,JPY,2020-05-03
Company_19,Commitments,HKEX,1829289.14,EUR,2014-01-07
Company_58,Mortgages,LSE,5931187.57,AUD,2016-08-03
Company_43,Bonds,ASX,5127514.09,CAD,2020-04-09
Company_51,Futures,HKEX,6492998.19,GBP,2018-02-08
Company_50,Options,HKEX,2351715.28,CNY,2023-06-05
Company_66,Swaps,JPX,2596698.68,CAD,2014-11-01
Company_12,Commodities,LSE,4029135.55,INR,2010-12-06
Company_60,Fixed Income,NASDAQ,8549834.03,EUR,2013-08-10
Company_74,Derivatives,SSE,4074793.32,GBP,2022-05-08
Company_19,Equities,TSX,7134811.22,CAD,2019-07-26
Company_62,Commodities,BSE,1202016.16,CNY,2023-02-12
Company_7,Fixed Income,NASDAQ,6626378.41,CAD,2021-03-24
Company_14,Futures,NSE,1509109.78,CAD,2016-08-21
Company_15,Swaps,BSE,6875465.77,EUR,2015-01-25
Company_66,Futures,LSE,7095773.38,INR,2018-10-01
Company_57,Swaps,SSE,6934055.13,EUR,2016-01-09
Company_89,Equities,TSX,4918220.17,CNY,2011-01-18
Company_20,Options,NYSE,5273610.7,EUR,2010-03-14
Company_77,Mortgages,BSE,7241269.5,GBP,2019-06-01
Company_96,Fixed Income,SSE,6812334.9,GBP,2010-01-06
Company_68,Equities,TSX,2452675.77,JPY,2021-03-02
Company_39,Commodities,NASDAQ,2079208.93,GBP,2014-04-20
Company_30,Bonds,HKEX,4126363.66,INR,2016-10-05
Company_58,Swaps,BSE,595912.01,AUD,2021-03-21
Company_45,Bonds,NASDAQ,1743393.23,AUD,2017-02-15
Company_55,Futures,NSE,8086188.65,USD,2013-04-25
Company_97,Futures,TSX,9320008.98,CAD,2014-01-06
Company_27,Commodities,LSE,6716910.97,INR,2012-12-18
Company_17,Commitments,JPX,241651.33,AUD,2012-09-20
Company_60,Options,LSE,4367688.44,JPY,2018-02-24
Company_48,Mortgages,LSE,8047237.88,GBP,2023-01-09
Company_83,Futures,NSE,4874153.3,JPY,2018-01-04
Company_29,Bonds,JPX,2642878.38,CNY,2015-11-22
Company_91,Options,TSX,1232847.67,CNY,2019-03-06
Company_59,Bonds,TSX,973218.65,EUR,2011-10-28
Company_8,Options,NSE,5274424.09,JPY,2017-11-04
Company_51,Swaps,SSE,4836759.58,JPY,2021-01-12
Company_16,Commitments,TSX,5949260.97,USD,2023-08-17
Company_27,Bonds,NASDAQ,8582935.03,CAD,2019-06-19
Company_58,Options,LSE,1063460.7,EUR,2012-08-10
Company_78,Mortgages,ASX,7106588.38,INR,2011-05-18
Company_30,Swaps,ASX,9599004.25,USD,2023-12-09
Company_35,Derivatives,BSE,4074757.52,INR,2022-04-20
Company_40,Commitments,SSE,4867315.54,USD,2013-02-05
Company_62,Mortgages,NSE,1021522.46,CNY,2017-10-26
Company_45,Commitments,NSE,5572317.45,EUR,2023-03-12
Company_67,Swaps,NASDAQ,442055.51,INR,2019-02-28
Company_39,Derivatives,BSE,3870152.17,CNY,2018-05-25
Company_47,Fixed Income,JPX,1097290.61,CAD,2019-06-22
Company_58,Bonds,NSE,1648222.91,USD,2011-02-19
Company_55,Mortgages,NYSE,6853714.13,CNY,2015-01-28
Company_77,Options,NSE,8655529.57,EUR,2022-03-22
Company_65,Options,TSX,6178380.52,AUD,2010-06-09
Company_25,Commitments,ASX,8175812.25,CNY,2018-10-10
Company_95,Bonds,TSX,7108498.86,EUR,2017-08-07
Company_15,Bonds,HKEX,558052.62,CNY,2012-08-10
Company_87,Fixed Income,LSE,8301287.22,GBP,2021-03-01
Company_9,Equities,ASX,6312135.74,CNY,2023-05-11
Company_84,Commitments,LSE,7432844.78,CAD,2014-04-13
Company_90,Equities,TSX,6561418.43,AUD,2018-11-20
Company_16,Mortgages,TSX,4565673.62,CAD,2013-01-05
Company_2,Futures,LSE,3969187.74,AUD,2014-10-15
Company_50,Swaps,NASDAQ,1110205.3,AUD,2022-07-25
Company_33,Commodities,LSE,9657338.45,USD,2012-01-16
Company_77,Derivatives,ASX,6241661.89,EUR,2014-10-17
Company_59,Fixed Income,LSE,8891096.24,GBP,2023-10-25
Company_16,Bonds,ASX,1596123.48,USD,2021-10-02
Company_34,Futures,NYSE,4606246.12,CNY,2021-07-16
Company_3,Equities,LSE,3929549.84,INR,2023-01-12
Company_55,Options,NYSE,3962472.89,AUD,2020-01-02
Company_21,Commitments,JPX,4053955.86,AUD,2012-04-14
Company_37,Derivatives,ASX,3936224.74,CAD,2023-05-05
Company_21,Bonds,ASX,9953241.43,USD,2016-04-02
Company_39,Equities,NASDAQ,9263861.5,INR,2020-03-17
Company_38,Futures,TSX,3474385.98,CAD,2020-03-21
Company_43,Bonds,NASDAQ,421904.43,JPY,2016-10-04
Company_91,Bonds,LSE,5170507.2,INR,2015-01-22
Company_68,Bonds,ASX,6811188.39,USD,2016-03-19
Company_66,Derivatives,SSE,1484788.94,GBP,2022-12-26
Company_79,Commodities,ASX,7475844.14,USD,2022-03-19
Company_81,Commitments,NYSE,3992906.81,INR,2014-04-14
Company_38,Futures,BSE,4674239.11,JPY,2011-06-20
Company_54,Options,HKEX,1606031.04,USD,2023-09-05
Company_10,Options,NASDAQ,2013619.72,CAD,2011-06-04
Company_99,Futures,TSX,5022633.9,GBP,2022-09-17
Company_16,Swaps,NYSE,8850076.94,CNY,2013-10-08
Company_77,Futures,LSE,578823.36,GBP,2020-08-16
Company_53,Swaps,LSE,2188067.22,JPY,2020-02-12
Company_59,Derivatives,SSE,2819897.66,EUR,2011-04-09
Company_27,Bonds,NYSE,7118313.25,CNY,2010-08-16
Company_91,Commitments,HKEX,786048.14,EUR,2014-04-16
Company_56,Fixed Income,LSE,3390738.76,CNY,2021-04-25
Company_29,Commodities,LSE,6569367.46,CAD,2021-10-06
Company_85,Bonds,BSE,4588027.83,USD,2013-02-11
Company_11,Swaps,HKEX,410353.35,USD,2021-08-14
Company_57,Mortgages,NYSE,7958449.95,USD,2023-08-07
Company_19,Commodities,LSE,2444929.54,AUD,2012-12-24
Company_4,Fixed Income,NYSE,9753561.26,CAD,2020-02-05
Company_37,Commodities,TSX,963591.48,GBP,2017-06-23
Company_34,Fixed Income,BSE,3803545.93,AUD,2012-07-19
Company_79,Futures,JPX,2580312.64,USD,2018-04-15
Company_32,Commodities,BSE,6237860.9,CAD,2016-01-19
Company_24,Equities,NSE,2713749.64,USD,2011-01-02
Company_36,Mortgages,LSE,118145.74,EUR,2015-09-12
Company_99,Fixed Income,BSE,3392848.98,AUD,2014-04-11
Company_74,Mortgages,SSE,8869973.94,CAD,2013-10-15
Company_94,Bonds,TSX,1498365.19,JPY,2023-05-04
Company_87,Commodities,TSX,7640396.34,INR,2011-02-25
Company_56,Commitments,NASDAQ,7271686.91,AUD,2013-04-23
Company_77,Fixed Income,NASDAQ,8240954.66,JPY,2014-04-19
Company_88,Options,HKEX,6306630.48,CAD,2013-05-05
Company_54,Fixed Income,NYSE,1015654.96,INR,2023-08-19
Company_35,Swaps,SSE,7354751.05,CAD,2020-10-24
Company_53,Futures,NYSE,2282877.33,INR,2011-04-24
Company_75,Swaps,NSE,9581473.14,JPY,2018-05-04
Company_18,Fixed Income,BSE,1183055.0,EUR,2011-04-14
Company_79,Commodities,SSE,2165022.39,USD,2023-07-24
Company_10,Futures,NYSE,1037586.71,CAD,2022-06-05
Company_43,Bonds,TSX,6039952.18,INR,2016-08-10
Company_97,Options,JPX,3631785.08,AUD,2012-02-07
Company_9,Commodities,NYSE,3720155.22,CAD,2013-07-14
Company_97,Equities,ASX,9643960.63,INR,2017-07-24
Company_20,Fixed Income,NYSE,3774802.57,USD,2013-01-11
Company_15,Swaps,NYSE,7503217.79,EUR,2010-12-27
Company_22,Derivatives,HKEX,1852323.79,EUR,2013-10-14
Company_25,Fixed Income,NASDAQ,4748423.56,INR,2022-07-08
Company_31,Commitments,NYSE,6302433.41,EUR,2020-05-13
Company_66,Fixed Income,JPX,6957418.61,EUR,2019-01-05
Company_46,Equities,TSX,8469381.19,JPY,2010-07-06
Company_92,Commitments,NSE,2529973.09,GBP,2021-03-08
Company_5,Bonds,ASX,753698.98,INR,2019-03-10
Company_97,Commitments,NASDAQ,4957668.95,JPY,2018-12-10
Company_70,Bonds,JPX,9065226.95,INR,2014-08-25
Company_74,Commitments,TSX,9743142.36,CAD,2012-06-28
Company_18,Swaps,HKEX,8946730.75,JPY,2023-11-09
Company_92,Commitments,HKEX,3581102.78,EUR,2018-09-21
Company_81,Swaps,NASDAQ,4638511.31,AUD,2017-02-21
Company_60,Futures,TSX,2669917.33,CAD,2019-11-26
Company_10,Equities,SSE,5182691.72,INR,2013-06-21
Company_41,Derivatives,LSE,1396261.18,JPY,2012-08-10
Company_17,Derivatives,HKEX,8821696.11,AUD,2012-11-06
Company_32,Mortgages,NYSE,4149119.39,USD,2016-09-14
